Y1 Y2 Y3 Solution1 Solution2 Run Gen Vector
13.9851644116964 18.9176783791282 13.8851644116964 000000190000000e000001a7 0000000200000003000002d8 1 0 V1
13.9851644116964 18.9176783791282 13.8851644116964 000000190000000e000001a7 0000000200000003000002d8 1 0 V2
13.9851644116964 18.9176783791282 13.8851644116964 000000190000000e000001a7 0000000200000003000002d8 1 0 V3
13.9851644116964 18.9176783791282 13.8851644116964 000000190000000e000001a7 0000000200000003000002d8 1 0 V4
13.9851644116964 18.9176783791282 13.8851644116964 000000190000000e000001a7 0000000200000003000002d8 1 0 V5
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 1 V1
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 1 V2
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 1 V3
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 1 V4
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 1 V5
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 2 V1
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 2 V2
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 2 V3
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 2 V4
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 2 V5
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 3 V1
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 3 V2
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 3 V3
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 3 V4
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 3 V5
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 4 V1
1.57835915673109 219.630025003667 1.47835915673109 0000000200000003000002d8 0000000200000003000002d8 1 4 V2
