Y1 Y2 Solution1 Solution2 Run Gen Vector
311772.075221536 0 0000033b0000027d00000328000000c8 000000cd000000f0000000d40000028e 1 0 V1
311772.075221536 0 0000033b0000027d00000328000000c8 000000cd000000f0000000d40000028e 1 0 V2
311772.075221536 0 0000033b0000027d00000328000000c8 000000cd000000f0000000d40000028e 1 0 V3
311772.075221536 0 0000033b0000027d00000328000000c8 000000cd000000f0000000d40000028e 1 0 V4
311772.075221536 0 0000033b0000027d00000328000000c8 000000cd000000f0000000d40000028e 1 0 V5
16201.1669777103 0 000000cd000000f0000000d40000028e 000000cd000000f0000000d40000028e 1 1 V1
16201.1669777103 0 000000cd000000f0000000d40000028e 000000cd000000f0000000d40000028e 1 1 V2
16201.1669777103 0 000000cd000000f0000000d40000028e 000000cd000000f0000000d40000028e 1 1 V3
16201.1669777103 0 000000cd000000f0000000d40000028e 000000cd000000f0000000d40000028e 1 1 V4
16201.1669777103 0 000000cd000000f0000000d40000028e 000000cd000000f0000000d40000028e 1 1 V5
16201.1669777103 0 000000cd000000f0000000d40000028e 0000012c000000a90000010b00000099 1 2 V1
16201.1669777103 0 000000cd000000f0000000d40000028e 0000012c000000a90000010b00000099 1 2 V2
16201.1669777103 0 000000cd000000f0000000d40000028e 0000012c000000a90000010b00000099 1 2 V3
16201.1669777103 0 000000cd000000f0000000d40000028e 0000012c000000a90000010b00000099 1 2 V4
16201.1669777103 0 000000cd000000f0000000d40000028e 0000012c000000a90000010b00000099 1 2 V5
15722.75215466 0 0000012c000000a90000010b00000099 0000010f000001040000010a000001a1 1 3 V1
15722.75215466 0 0000012c000000a90000010b00000099 0000010f000001040000010a000001a1 1 3 V2
15722.75215466 0 0000012c000000a90000010b00000099 0000010f000001040000010a000001a1 1 3 V3
15722.75215466 0 0000012c000000a90000010b00000099 0000010f000001040000010a000001a1 1 3 V4
15722.75215466 0 0000012c000000a90000010b00000099 0000010f000001040000010a000001a1 1 3 V5
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 4 V1
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 4 V2
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 4 V3
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 4 V4
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 4 V5
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 5 V1
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 5 V2
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 5 V3
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 5 V4
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 5 V5
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 6 V1
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 6 V2
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 6 V3
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 6 V4
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 6 V5
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 7 V1
22657.0561431866 0 0000010f000001040000010a000001a1 0000010f000001040000010a000001a1 1 7 V2
