Y1 Y2 Solution1 Solution2 Run Gen Vector
1422.9793255562 0 000000fc000000e5 0000018f0000005d 1 0 V1
1422.9793255562 0 000000fc000000e5 0000018f0000005d 1 0 V2
1422.9793255562 0 000000fc000000e5 0000018f0000005d 1 0 V3
1422.9793255562 0 000000fc000000e5 0000018f0000005d 1 0 V4
1422.9793255562 0 000000fc000000e5 0000018f0000005d 1 0 V5
615.154528705134 0 0000018f0000005d 000003320000004b 1 1 V1
615.154528705134 0 0000018f0000005d 000003320000004b 1 1 V2
615.154528705134 0 0000018f0000005d 000003320000004b 1 1 V3
615.154528705134 0 0000018f0000005d 000003320000004b 1 1 V4
615.154528705134 0 0000018f0000005d 000003320000004b 1 1 V5
505.921614671732 0 000003320000004b 000003e800000054 1 2 V1
505.921614671732 0 000003320000004b 000003e800000054 1 2 V2
505.921614671732 0 000003320000004b 000003e800000054 1 2 V3
505.921614671732 0 000003320000004b 000003e800000054 1 2 V4
505.921614671732 0 000003320000004b 000003e800000054 1 2 V5
564.550156372279 0 000003e800000054 000003e800000054 1 3 V1
564.550156372279 0 000003e800000054 000003e800000054 1 3 V2
564.550156372279 0 000003e800000054 000003e800000054 1 3 V3
564.550156372279 0 000003e800000054 000003e800000054 1 3 V4
564.550156372279 0 000003e800000054 000003e800000054 1 3 V5
564.550156372279 0 000003e800000054 000001d000000083 1 4 V1
564.550156372279 0 000003e800000054 000001d000000083 1 4 V2
564.550156372279 0 000003e800000054 000001d000000083 1 4 V3
564.550156372279 0 000003e800000054 000001d000000083 1 4 V4
564.550156372279 0 000003e800000054 000001d000000083 1 4 V5
838.050977148572 0 000001d000000083 000002920000004d 1 5 V1
838.050977148572 0 000001d000000083 000002920000004d 1 5 V2
838.050977148572 0 000001d000000083 000002920000004d 1 5 V3
838.050977148572 0 000001d000000083 000002920000004d 1 5 V4
838.050977148572 0 000001d000000083 000002920000004d 1 5 V5
522.910581763456 0 000002920000004d 000002920000004d 1 6 V1
522.910581763456 0 000002920000004d 000002920000004d 1 6 V2
522.910581763456 0 000002920000004d 000002920000004d 1 6 V3
522.910581763456 0 000002920000004d 000002920000004d 1 6 V4
522.910581763456 0 000002920000004d 000002920000004d 1 6 V5
522.910581763456 0 000002920000004d 000002920000004d 1 7 V1
522.910581763456 0 000002920000004d 000002920000004d 1 7 V2
522.910581763456 0 000002920000004d 000002920000004d 1 7 V3
522.910581763456 0 000002920000004d 000002920000004d 1 7 V4
522.910581763456 0 000002920000004d 000002920000004d 1 7 V5
522.910581763456 0 000002920000004d 000002920000004d 1 8 V1
522.910581763456 0 000002920000004d 000002920000004d 1 8 V2
522.910581763456 0 000002920000004d 000002920000004d 1 8 V3
522.910581763456 0 000002920000004d 000002920000004d 1 8 V4
522.910581763456 0 000002920000004d 000002920000004d 1 8 V5
522.910581763456 0 000002920000004d 000002920000004d 1 9 V1
522.910581763456 0 000002920000004d 000002920000004d 1 9 V2
522.910581763456 0 000002920000004d 000002920000004d 1 9 V3
522.910581763456 0 000002920000004d 000002920000004d 1 9 V4
522.910581763456 0 000002920000004d 000002920000004d 1 9 V5
522.910581763456 0 000002920000004d 000002920000004d 1 10 V1
522.910581763456 0 000002920000004d 000002920000004d 1 10 V2
522.910581763456 0 000002920000004d 000002920000004d 1 10 V3
522.910581763456 0 000002920000004d 000002920000004d 1 10 V4
522.910581763456 0 000002920000004d 000002920000004d 1 10 V5
522.910581763456 0 000002920000004d 000002920000004d 1 11 V1
522.910581763456 0 000002920000004d 000002920000004d 1 11 V2
522.910581763456 0 000002920000004d 000002920000004d 1 11 V3
522.910581763456 0 000002920000004d 000002920000004d 1 11 V4
522.910581763456 0 000002920000004d 000002920000004d 1 11 V5
522.910581763456 0 000002920000004d 000002920000004d 1 12 V1
522.910581763456 0 000002920000004d 000002920000004d 1 12 V2
522.910581763456 0 000002920000004d 000002920000004d 1 12 V3
522.910581763456 0 000002920000004d 000002920000004d 1 12 V4
522.910581763456 0 000002920000004d 000002920000004d 1 12 V5
522.910581763456 0 000002920000004d 000002920000004d 1 13 V1
522.910581763456 0 000002920000004d 000002920000004d 1 13 V2
522.910581763456 0 000002920000004d 000002920000004d 1 13 V3
522.910581763456 0 000002920000004d 000002920000004d 1 13 V4
522.910581763456 0 000002920000004d 000002920000004d 1 13 V5
522.910581763456 0 000002920000004d 000002920000004d 1 14 V1
522.910581763456 0 000002920000004d 000002920000004d 1 14 V2
