Y1 Y2 Y3 Solution1 Solution2 Run Gen Vector
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 00000001000002880000026d0000002c 1 0 V1
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 00000001000002880000026d0000002c 1 0 V2
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 00000001000002880000026d0000002c 1 0 V3
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 00000001000002880000026d0000002c 1 0 V4
3.80055507295937 0.0156665829225057 9981.44766506457 00000010000001210000022a0000008b 00000010000001210000022a0000008b 1 0 V5
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 00000001000002880000026d0000002c 1 1 V1
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 00000001000002880000026d0000002c 1 1 V2
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 00000001000002880000026d0000002c 1 1 V3
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 00000001000002880000026d0000002c 1 1 V4
3.80055507295937 0.0156665829225057 9981.44766506457 00000010000001210000022a0000008b 00000044000002ae000003dd00000013 1 1 V5
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 0000002300000211000003e800000000 1 2 V1
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 0000002300000211000003e800000000 1 2 V2
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 0000002300000211000003e800000000 1 2 V3
2.21074211812348 0.0265308987861296 13083.1717208791 00000001000002880000026d0000002c 0000002300000211000003e800000000 1 2 V4
3.75642227404564 0.0103422627823944 0.235733639413083 00000044000002ae000003dd00000013 0000001c000003e80000030400000024 1 2 V5
1.67085634600977 0.0175616 14885.2472148394 0000002300000211000003e800000000 00000000000003e8000003e800000000 1 3 V1
1.67085634600977 0.0175616 14885.2472148394 0000002300000211000003e800000000 00000000000003e8000003e800000000 1 3 V2
1.67085634600977 0.0175616 14885.2472148394 0000002300000211000003e800000000 00000000000003e8000003e800000000 1 3 V3
1.67085634600977 0.0175616 14885.2472148394 0000002300000211000003e800000000 00000000000003e8000003e800000000 1 3 V4
3.43043479850897 0.0157326440241478 0 0000001c000003e80000030400000024 000002a100000000000003b500000022 1 3 V5
1.6159109375 0.0175616 14885.0786130257 00000000000003e8000003e800000000 0000000000000247000003e800000000 1 4 V1
1.6159109375 0.0175616 14885.0786130257 00000000000003e8000003e800000000 0000000000000247000003e800000000 1 4 V2
1.6159109375 0.0175616 14885.0786130257 00000000000003e8000003e800000000 0000000000000247000003e800000000 1 4 V3
1.6159109375 0.0175616 14885.0786130257 00000000000003e8000003e800000000 0000000000000247000003e800000000 1 4 V4
3.15977848122003 0.00879351835320901 4889.9661951314 000002a100000000000003b500000022 0000000000000247000003e800000000 1 4 V5
1.29622996461301 0.0175616 15170.7243045037 0000000000000247000003e800000000 000000000000007c000003e800000000 1 5 V1
1.29622996461301 0.0175616 15170.7243045037 0000000000000247000003e800000000 000000000000007c000003e800000000 1 5 V2
1.29622996461301 0.0175616 15170.7243045037 0000000000000247000003e800000000 000000000000007c000003e800000000 1 5 V3
1.29622996461301 0.0175616 15170.7243045037 0000000000000247000003e800000000 000000000000007c000003e800000000 1 5 V4
1.29622996461301 0.0175616 15170.7243045037 0000000000000247000003e800000000 000000000000007c000003e800000000 1 5 V5
0.945853523451605 0.0175451410929957 48850.8143615541 000000000000007c000003e800000000 00000046000000330000032500000000 1 6 V1
0.945853523451605 0.0175451410929957 48850.8143615541 000000000000007c000003e800000000 00000046000000330000032500000000 1 6 V2
0.945853523451605 0.0175451410929957 48850.8143615541 000000000000007c000003e800000000 00000046000000330000032500000000 1 6 V3
0.945853523451605 0.0175451410929957 48850.8143615541 000000000000007c000003e800000000 00000046000000330000032500000000 1 6 V4
0.945853523451605 0.0175451410929957 48850.8143615541 000000000000007c000003e800000000 00000046000000330000032500000000 1 6 V5
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 00000046000000330000032500000000 1 7 V1
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 00000046000000330000032500000000 1 7 V2
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 00000046000000330000032500000000 1 7 V3
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 00000046000000330000032500000000 1 7 V4
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 000000a0000000a3000001ca00000116 1 7 V5
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 00000000000001cf0000028200000000 1 8 V1
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 00000000000001cf0000028200000000 1 8 V2
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 00000000000001cf0000028200000000 1 8 V3
0.853092907486864 0.0334564168059614 53503.6950185254 00000046000000330000032500000000 00000000000001cf0000028200000000 1 8 V4
6.74181018493223 0.0149148971743565 0 000000a0000000a3000001ca00000116 00000000000001cf0000028200000000 1 8 V5
0.806974700675161 0.0651379305317248 81765.2507046946 00000000000001cf0000028200000000 00000000000001cf0000028200000000 1 9 V1
0.806974700675161 0.0651379305317248 81765.2507046946 00000000000001cf0000028200000000 00000000000001cf0000028200000000 1 9 V2
0.806974700675161 0.0651379305317248 81765.2507046946 00000000000001cf0000028200000000 00000000000001cf0000028200000000 1 9 V3
0.806974700675161 0.0651379305317248 81765.2507046946 00000000000001cf0000028200000000 00000000000001cf0000028200000000 1 9 V4
0.806974700675161 0.0651379305317248 81765.2507046946 00000000000001cf0000028200000000 00000000000001cf0000028200000000 1 9 V5
