"X1","X2","X3","X4","Y1","Y2","Y3","iter","nfe","run"
0.625134973786771,0.818237310508266,0.858653544215485,0.139175813179463,6.46087861811391,53,0.432171204460238,0,253,1
0.852583554573357,0.0698899200651795,0.279320406029001,0.158260868862271,6.30206918238994,53,0.40925828630644,0,253,1
0.878613284090534,0.47474824427627,0.480505997315049,0.302839836571366,6.431,54,0.42786033761362,0,253,1
0.0382284941151738,0.653940098825842,0.515460328198969,0.714816069230437,4.10375747508306,46,0.0920873575361503,0,253,1
0.343878407031298,0.00627431878820062,0.0629507640842348,0.383556513581425,5.63789655172414,30,0.313431907621431,0,253,1
0.0317004709504545,0.820391219807789,0.511828805785626,0.643032207386568,4.70270868347339,51,0.178503633454536,0,253,1
0.679047890938818,0.0709762393962592,0.588025877252221,0.734622930642217,4.14581481481481,47,0.0981553621143867,0,253,1
0.028596670133993,0.314999842084944,0.187105592340231,0.586893185740337,4.53783760683761,40,0.154716145842967,0,253,1
0.0505094218533486,0.652150216978043,0.0823236268479377,0.257706046802923,6.29312624584718,43,0.407968005460565,0,253,1
0.426087299594656,0.798595786560327,0.502745178062469,0.443558676401153,6.1885,50,0.392872601356226,0,253,1
0.273151156725362,0.152675576973706,0.947517391992733,0.98160366085358,0.148999999999999,59,0,0,253,1
0.653245378052816,0.112339946674183,0.0148838204331696,0.582818711176515,6.21964569083447,43,0.397366280599405,0,253,1
0.657105962978676,0.20150764263235,0.316812193952501,0.256405082065612,6.26157851239669,44,0.403416319780218,0,253,1
0.574097638018429,0.959108838345855,0.683677655411884,0.831536888843402,5.92237931034483,58,0.354476887944716,0,253,1
0.517348470166326,0.950702626956627,0.51528916391544,0.988656308269128,5.91375862068966,59,0.353233100662192,0,253,1
0.737887558760121,0.154468527529389,0.40150681999512,0.0632080971263349,6.41028331466965,47,0.424871348242628,0,253,1
0.959752342896536,0.215618949150667,0.586412838194519,0.361188557231799,6.02190909090909,58,0.368836977479309,0,253,1
0.96203837567009,0.51430713548325,0.49448588071391,0.865838730009273,6.02512861136999,58,0.3693014877175,0,253,1
0.848272772040218,0.247225723229349,0.00935620302334428,0.875435290159658,6.42156603773585,54,0.426499211908217,0,253,1
0.135103322798386,0.14844785630703,0.599818852497265,0.868069146759808,0.457315789473685,54,0,0,253,1
0.0268739708699286,0.205495572881773,0.0845378686208278,0.841830215416849,4.02190909090909,52,0.0802783279337889,0,253,1
0.0731376027688384,0.252352003473788,0.418528962880373,0.152239991817623,5.34766666666667,32,0.271557735776463,0,253,1
0.527806449914351,0.561995257157832,0.809549002209678,0.141519710421562,6.25948232848233,51,0.403113883780454,0,253,1
0.425228883745149,0.482216989854351,0.724870346253738,0.0796705116517842,6.25957142857143,47,0.403126739081147,0,253,1
0.577995950356126,0.369853539392352,0.77123658102937,0.614926344482228,5.216,49,0.252560958014717,0,253,1
0.511415818007663,0.826337213627994,0.712148195831105,0.00303257699124515,6.64409771309771,52,0.458605931769977,0,253,1
