"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Y1","Y2","iter","nfe","run"
0.263862043851987,0.295030444860458,0.423672733595595,0.0201501958072186,0.198116392130032,0.971922038355842,0.223072153981775,0.86182224447839,0.0507591653149575,0.91655661421828,1.31531211154036,4.45199230287612,0,100,1
0.499748444650322,0.0497226137667894,0.541757476748899,0.534794737584889,0.127023382578045,0.0166061772033572,0.287965848343447,0.255213010357693,0.333144559990615,0.752662085695192,1.93332253425443,2.46730494063463,0,100,1
0.0104687814600766,0.16635195305571,0.66514805611223,0.734642408322543,0.792307579657063,0.0454168636351824,0.935523878782988,0.00624089012853801,0.319720018422231,0.68922147480771,5.72618458067012,3.1525785207778,0,100,1
0.233444101409987,0.883054603822529,0.478414369514212,0.784614280099049,0.998858120525256,0.154460103716701,0.900447499239817,0.741248552221805,0.825414531631395,0.542197755305097,5.42588572613564,3.1145286959355,0,100,1
0.769017550395802,0.43112372723408,0.353123338427395,0.649452694924548,0.378403193783015,0.4052288394887,0.541103494120762,0.267020261846483,0.84784074453637,0.0759238651953638,2.66111431759055,2.08966261906833,0,100,1
0.661158858099952,0.637960475869477,0.959641898982227,0.354821941349655,0.86675628949888,0.450321608223021,0.600665132515132,0.143470800714567,0.872575852321461,0.325580748496577,2.23701333471183,1.4897410819128,0,100,1
0.623247685609385,0.139282284770161,0.632568313740194,0.276374974055216,0.926933988463134,0.294504786608741,0.136587050743401,0.390696351183578,0.530572978081182,0.380094596883282,1.69253708771608,2.01169480949464,0,100,1
0.569039151305333,0.73552004690282,0.288935004267842,0.909680888755247,0.799977929331362,0.910682218382135,0.0816840485204011,0.391347090480849,0.930344202322885,0.820455595152453,2.91235995909431,2.007958255473,0,100,1
0.227431660750881,0.73288113810122,0.562212311662734,0.864328050753102,0.20718575688079,0.931817236123607,0.223741955822334,0.507456831401214,0.504514400847256,0.170350447297096,1.30343748889533,3.14504833555091,0,100,1
0.517273737117648,0.00441730418242514,0.65331199276261,0.704296187032014,0.810442535206676,0.3402077939827,0.202449392294511,0.850922196637839,0.639725771965459,0.424246717477217,1.8651503062465,2.44043862449985,0,100,1
0.728533088462427,0.272442419314757,0.299151437357068,0.810417840257287,0.851745320251212,0.466813758946955,0.0295181327965111,0.270971004851162,0.803364208666608,0.50843204697594,3.0784264103987,1.74408440047962,0,100,1
0.89670949592255,0.255180798470974,0.353411692194641,0.159231457393616,0.832469289191067,0.891830963315442,0.314418153138831,0.809846417978406,0.113250519614667,0.44885256094858,4.16401654000594,2.72411378525692,0,100,1
0.742940877331421,0.636846465291455,0.383089699782431,0.154869019053876,0.937634506030008,0.462614506715909,0.0941373470705003,0.907030500238761,0.333043667953461,0.237353334901854,3.30932448176126,2.52115447082263,0,100,1
0.122933049453422,0.0622854684479535,0.189842037158087,0.32374653313309,0.518840401666239,0.168930674903095,0.941360050113872,0.796365791931748,0.0563967891503125,0.587473289109766,3.0243186036571,3.06606593542935,0,100,1
0.00287937163375318,0.230576129397377,0.445264406269416,0.357963359681889,0.730023546377197,0.426837180741131,0.693788958946243,0.588129066163674,0.382486584130675,0.585925094084814,3.67876281283703,3.38779820244478,0,100,1
